variant,label,step,mean_reward,std_reward_across_seeds,n_seeds,n_points
full_o2o_iql,Full O2O-IQL,30940,-0.950889430322169,0.0,1,1
full_o2o_iql,Full O2O-IQL,31191,-0.5026661392374305,0.0,1,1
full_o2o_iql,Full O2O-IQL,31280,-15.376536155608717,0.0,1,1
full_o2o_iql,Full O2O-IQL,31347,-23.09511775337287,0.0,1,1
full_o2o_iql,Full O2O-IQL,31419,-0.003439964503413501,0.0,1,1
full_o2o_iql,Full O2O-IQL,31427,-1.803466358429447,0.0,1,1
full_o2o_iql,Full O2O-IQL,31685,-0.40017920887331365,0.0,1,1
full_o2o_iql,Full O2O-IQL,31793,-4.616409082594464,0.0,1,1
full_o2o_iql,Full O2O-IQL,31811,-2.890613475568945,0.0,1,1
full_o2o_iql,Full O2O-IQL,32073,-1.7206248433928262,0.0,1,1
full_o2o_iql,Full O2O-IQL,32124,-5.451884964017896,0.0,1,1
full_o2o_iql,Full O2O-IQL,32235,-0.11679149308670611,0.0,1,1
full_o2o_iql,Full O2O-IQL,32309,-31.710022335198857,0.0,1,1
full_o2o_iql,Full O2O-IQL,32384,-0.2305829906417979,0.0,1,1
full_o2o_iql,Full O2O-IQL,32452,-22.76035425579125,0.0,1,1
full_o2o_iql,Full O2O-IQL,32655,-8.888043126725291,0.0,1,1
full_o2o_iql,Full O2O-IQL,32709,-6.18376286335666,0.0,1,1
full_o2o_iql,Full O2O-IQL,32735,-2.041604363273594,0.0,1,1
full_o2o_iql,Full O2O-IQL,32814,-0.06489893606834513,0.0,1,1
full_o2o_iql,Full O2O-IQL,33073,-5.18642129420682,0.0,1,1
